,Unnamed: 0,year,food_category,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_inedible_parts,tons_not_fit_for_human_consumption,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,gallons_water_footprint,meals_wasted,food_name_food_waste,best_match,score,food_name,serving_size,protein,percent_daily_value,fat,carbs,calories,fiber,calcium,iron,potassium,sodium,phosphorus
11943,11943,2012,Calzones Or Stromboli,7442.04211910467,18742.39332889584,86241269.99484451,7277.855117878127,7442.04211910467,0.0,3167.196663093467,0.0,0.0,164.18700122654127,0.0,1758.514532470654,0.0,812.0632485542468,0.0,3674.966176437364,1032.311160415862,0.0,2851098703.9656367,12403403.531841118,calzones or stromboli,italian meat stromboli,0.6511627906976745,italian meat stromboli,142.0,12.7,8.0,12.7,28.2,282.0,0.7,0.106,0.00076,,0.676,
11944,11944,2012,Calzones Or Stromboli,7442.04211910467,18742.39332889584,86241269.99484451,7277.855117878127,7442.04211910467,0.0,3167.196663093467,0.0,0.0,164.18700122654127,0.0,1758.514532470654,0.0,812.0632485542468,0.0,3674.966176437364,1032.311160415862,0.0,2851098703.9656367,12403403.531841118,calzones or stromboli,margherita stromboli,0.6341463414634146,margherita stromboli,142.0,10.6,15.0,9.15,27.5,232.0,1.4,0.176,0.00076,,0.451,
11945,11945,2012,Calzones Or Stromboli,7442.04211910467,18742.39332889584,86241269.99484451,7277.855117878127,7442.04211910467,0.0,3167.196663093467,0.0,0.0,164.18700122654127,0.0,1758.514532470654,0.0,812.0632485542468,0.0,3674.966176437364,1032.311160415862,0.0,2851098703.9656367,12403403.531841118,calzones or stromboli,buffalo chicken stromboli,0.6086956521739131,buffalo chicken stromboli,170.0,10.6,4.0,7.06,32.4,235.0,1.2,0.047,0.00064,,0.647,
11946,11946,2012,Calzones Or Stromboli,7442.04211910467,18742.39332889584,86241269.99484451,7277.855117878127,7442.04211910467,0.0,3167.196663093467,0.0,0.0,164.18700122654127,0.0,1758.514532470654,0.0,812.0632485542468,0.0,3674.966176437364,1032.311160415862,0.0,2851098703.9656367,12403403.531841118,calzones or stromboli,pepperoni stromboli,0.6,pepperoni stromboli,198.0,16.7,80.0,18.7,23.2,323.0,1.0,0.227,0.00182,,0.944,
11947,11947,2012,Calzones Or Stromboli,7442.04211910467,18742.39332889584,86241269.99484451,7277.855117878127,7442.04211910467,0.0,3167.196663093467,0.0,0.0,164.18700122654127,0.0,1758.514532470654,0.0,812.0632485542468,0.0,3674.966176437364,1032.311160415862,0.0,2851098703.9656367,12403403.531841118,calzones or stromboli,stromboli,0.6,stromboli,130.0,12.3,8.0,12.3,25.4,269.0,1.5,0.154,0.00208,,0.623,
11953,11953,2012,Fully Cooked Beef,10945.086807523056,54725.43403761529,141444674.70372403,10703.615319948676,10945.086807523056,656.7052084513831,4658.028248061814,0.0,0.0,241.47148757437907,0.0,2586.265154395242,0.0,846.3665116787301,0.0,5752.753162525942,1518.2304913487628,0.0,4193139774.3116536,18241811.345871765,fully cooked beef,fully cooked pork belly,0.75,fully cooked pork belly,112.0,8.93,108.0,52.7,0.0,518.0,0.0,0.0,0.00064,,0.031,
11954,11954,2012,Fully Cooked Beef,10945.086807523056,54725.43403761529,141444674.70372403,10703.615319948676,10945.086807523056,656.7052084513831,4658.028248061814,0.0,0.0,241.47148757437907,0.0,2586.265154395242,0.0,846.3665116787301,0.0,5752.753162525942,1518.2304913487628,0.0,4193139774.3116536,18241811.345871765,fully cooked beef,"beef fully cooked patties, beef",0.7083333333333334,"beef fully cooked patties, beef",78.0,16.7,40.0,23.1,3.85,282.0,1.3,0.026,0.00231,,0.679,
11955,11955,2012,Fully Cooked Chicken,438028.00892627175,2920186.7261751452,4175360612.756196,428364.1956761137,438028.00892627175,96366.16196377973,186416.6885929514,0.0,0.0,9663.813250157944,0.0,103503.66297291315,0.0,35821.701996044874,0.0,228278.46480859103,60760.36589856465,0.0,167811612533.6561,730046681.5437863,fully cooked chicken,"turkey fully cooked bacon, turkey",0.6037735849056604,"turkey fully cooked bacon, turkey",12.0,41.7,0.0,12.5,0.0,333.0,0.0,0.0,0.003,,1.67,
11957,11957,2012,Fully Cooked Turkey,44615.11669128595,127471.76197510272,473480682.0615285,43630.81398220698,44615.11669128595,7584.569837518608,18987.375567980052,0.0,0.0,984.3027090789597,0.0,10542.312152210612,0.0,4016.899265776423,0.0,22882.886866758745,6188.715697461201,0.0,17092365151.932829,74358527.81880991,fully cooked turkey,"fully cooked turkey franks, turkey",0.7169811320754716,"fully cooked turkey franks, turkey",42.0,11.9,10.0,14.3,7.14,214.0,0.0,0.143,0.00171,,1.21,
11958,11958,2012,Fully Cooked Turkey,44615.11669128595,127471.76197510272,473480682.0615285,43630.81398220698,44615.11669128595,7584.569837518608,18987.375567980052,0.0,0.0,984.3027090789597,0.0,10542.312152210612,0.0,4016.899265776423,0.0,22882.886866758745,6188.715697461201,0.0,17092365151.932829,74358527.81880991,fully cooked turkey,"fully cooked beef fajitas, beef",0.6,"fully cooked beef fajitas, beef",84.0,20.2,5.0,3.57,4.76,143.0,0.0,0.024,0.00214,,0.476,
11960,11960,2012,Hummus,89076.92911933099,338040.0330891844,895950874.4535073,87111.7059135892,89076.92911933099,0.0,37909.50765262531,0.0,0.0,1965.2232057417664,0.0,21048.399331425335,0.0,10148.419938167031,0.0,43558.72060868274,12356.166035314096,0.0,34125998361.84715,148461548.5322183,hummus,hummus,1.0,hummus,32.4,7.233157894736842,2.0,12.466842105263158,17.635789473684213,201.31578947368425,5.0210526315789465,0.0373999999999999,0.003267,0.1105999999999999,0.4087368421052632,0.129
11962,11962,2012,Mac And Cheese,256751.72167390393,646615.7646609009,3785868407.049065,251087.24214439787,256751.72167390393,0.0,109268.82475463908,0.0,0.0,5664.4795295059985,0.0,60669.05112527627,0.0,18152.430158574076,0.0,136650.84985923147,35614.91100131603,0.0,98363391282.91322,427919536.1231733,mac and cheese,feta basket cheese,0.625,feta basket cheese,28.0,25.0,25.0,32.1,3.57,357.0,0.0,0.536,0.0,,0.964,
11963,11963,2012,Meal Kits,13200.12654706645,66000.63273533224,78251024.47308767,12908.904170346756,13200.12654706645,0.0,5617.731811132248,0.0,0.0,291.22237671968986,0.0,3119.1189181633745,0.0,731.558166275105,0.0,7227.192306024799,1831.0347798834784,0.0,5057061366.786686,22000210.911777414,meal kits,meal kit,0.9411764705882352,meal kit,520.5,11.079999999999998,52.5,5.28,14.815,152.0,0.7,0.058,0.0004349999999999,0.245,0.089,
11966,11966,2012,Pasta,6289.284766133068,29389.181150154523,59033020.3667723,6150.530001098844,6289.284766133068,0.0,2676.6042714815585,0.0,0.0,138.7547650342227,0.0,1486.1241690233633,0.0,575.3550207520918,0.0,3216.642572938717,872.4082383846712,0.0,2409469250.3232,10482141.276888449,pasta,pasta,1.0,pasta,73.0,11.00125,3.150000000372529,3.55875,60.5875,318.5,2.6714285714285713,0.0645,0.00242,0.076,0.336625,
11967,11967,2012,Pizza,139679.6385228198,698398.192614099,1022039990.758752,136598.0138001384,139679.6385228198,0.0,59445.09288598323,0.0,0.0,3081.624722681377,0.0,33005.54744269269,0.0,9780.069064205769,0.0,74436.95606054403,19375.44123269591,0.0,53512252415.2969,232799397.538033,pizza,pizza,1.0,pizza,119.14285714285714,9.991428571428573,23.642857142857142,10.369285714285716,27.064285714285717,245.8571428571429,1.514285714285714,0.1483571428571428,0.0015171428571428,0.054,0.5055,
11969,11969,2012,Potatoes,130538.65763725614,534994.4985133449,706784455.4441173,127658.702055363,130538.65763725614,0.0,55554.85903688464,0.0,0.0,2879.955581893124,0.0,30845.58281590903,0.0,11431.313250309027,0.0,67274.3415340987,18107.46445504624,0.0,50010278314.8143,217564429.3954269,potatoes,potatoes,1.0,potatoes,139.93333333333334,2.4780000000000006,1.2,0.1233333333333333,21.133333333333336,92.6,1.6333333333333326,0.0269333333333333,0.0007213333333333,0.4735,0.1493333333333333,0.041
11970,11970,2012,Potatoes,130538.65763725614,534994.4985133449,706784455.4441173,127658.702055363,130538.65763725614,0.0,55554.85903688464,0.0,0.0,2879.955581893124,0.0,30845.58281590903,0.0,11431.313250309027,0.0,67274.3415340987,18107.46445504624,0.0,50010278314.8143,217564429.3954269,potatoes,potato leek soup,0.6666666666666666,potato leek soup,37.0,16.2,3.0,8.11,59.5,378.0,5.4,0.378,0.0,,1.3,
11973,11973,2012,Rice,11305.866204150314,34260.20061863732,92020053.43294898,11056.435169144122,11305.866204150314,0.0,4811.569343748087,0.0,0.0,249.43103500619023,0.0,2671.515385693496,0.0,1097.1550415878437,0.0,5719.489304298205,1568.275437564577,0.0,4331356899.890785,18843110.34025053,rice,rice,1.0,rice,59.42857142857143,6.171428571428571,0.0,0.3471428571428571,71.21428571428571,319.42857142857144,1.6833333333333331,0.0193333333333333,0.0033566666666666,0.1,0.0664285714285714,
11974,11974,2012,Sandwiches,358272.9241028321,902291.5961992396,5067082357.2274685,350368.67469283467,358272.9241028321,0.0,152474.38694041464,0.0,0.0,7904.249409997309,0.0,84657.96531952209,0.0,27029.305324416662,0.0,188984.1392246713,49697.26482422463,0.0,137256878317.48708,597121540.1713868,sandwiches,sandwiches,1.0,sandwiches,113.0,12.4,39.0,13.3,31.0,292.0,0.9,0.133,0.00159,,0.593,
11978,11978,2012,Apples,410596.99849060737,1466417.851752169,1390794703.104402,408759.5670676211,410596.99849060737,41059.69984906073,316296.2682959655,0.0,0.0,1837.431422986205,0.0,188620.2962357178,0.0,27893.450465929905,0.0,186920.25737877144,5325.562987202041,0.0,16898759331.470297,684328330.817679,apples,apples,1.0,apples,170.0,0.2222222222222222,0.5555555555555556,0.0,18.477777777777774,70.38888888888889,3.5555555555555554,0.0057222222222222,0.0001511111111111,0.1486666666666666,0.0033333333333333,
11979,11979,2012,Apples,410596.99849060737,1466417.851752169,1390794703.104402,408759.5670676211,410596.99849060737,41059.69984906073,316296.2682959655,0.0,0.0,1837.431422986205,0.0,188620.2962357178,0.0,27893.450465929905,0.0,186920.25737877144,5325.562987202041,0.0,16898759331.470297,684328330.817679,apples,pineapples,0.75,pineapples,40.0,0.0,0.0,0.0,87.5,350.0,5.0,0.05,0.0009,,0.05,
11980,11980,2012,Apricots,1122.3766484286575,6885.746309378266,7001434.429255552,1117.3539859887712,1122.3766484286575,78.56636539000598,864.6033624832698,0.0,0.0,5.022662439886128,0.0,515.5980601244173,0.0,62.794131402781794,0.0,524.4042415360891,14.557552925483131,0.0,46193160.03473417,1870627.747381096,apricots,apricots,1.0,apricots,36.22222222222222,2.77875,4.0,0.25,68.11250000000001,267.125,8.1375,0.061125,0.0028625,1.1,0.03025,
11981,11981,2012,Artichokes,7862.380087229213,11699.970367900614,49126289.42975428,7827.195747633837,7862.380087229213,4717.428052337526,6056.647980031436,0.0,0.0,35.18433959537687,0.0,3611.8248955122535,0.0,509.043286904438,0.0,3604.3501992408073,101.9773659763372,0.0,323588504.9210126,13103966.81204869,artichokes,artichokes,1.0,artichokes,100.0,1.8575,2.5,2.5,8.030000000000001,60.0,3.7,0.066,0.0006699999999999,,0.2445,
11982,11982,2012,Asparagus,71285.33878795765,126079.48140777792,457568452.4300869,70966.33518596174,71285.33878795765,33504.10923034008,54913.42295664743,0.0,0.0,319.00360199590455,0.0,32747.101827037968,0.0,5362.990987183364,0.0,31931.65070844311,924.5916632972892,0.0,2933859206.1519346,118808897.9799294,asparagus,asparagus,1.0,asparagus,90.0,2.283846153846154,0.3846153846153846,1.5561538461538462,3.9630769230769234,32.76923076923077,2.2846153846153845,0.0263076923076923,0.0017838461538461,0.2635714285714285,0.0763846153846153,
11983,11983,2012,Avocados,290558.5071014584,584860.1189642882,1187470005.053501,289258.2508084831,290558.5071014584,95884.30734348124,223826.7007690764,0.0,0.0,1300.2562929752953,0.0,133476.9418304423,0.0,17851.4277615199,0.0,134161.25252044044,3768.628696080459,0.0,11958388154.97617,484264178.5024307,avocados,avocados,1.0,avocados,30.0,3.33,3.0,15.0,10.0,167.0,6.7,0.0,0.0,0.5,0.0,
11985,11985,2012,Bell Peppers,187043.0508929779,374235.7961043975,1001465563.4450524,186206.02875101057,187043.0508929779,33667.749160736006,144085.36649226045,0.0,0.0,837.0221419673319,0.0,85923.94926889117,0.0,15490.747045115926,0.0,82365.32944012141,2426.0029968820563,0.0,7698048240.20575,311738418.1549632,bell peppers,bell peppers,1.0,bell peppers,85.0,1.18,0.0,0.0,4.71,18.0,1.2,0.0,0.0004199999999999,,0.0,
11986,11986,2012,Blackberries,11837.7127635389,51024.62398077112,139113867.13152888,11784.738714805057,11837.7127635389,473.50851054155584,9118.9764806635,0.0,0.0,52.974048733843354,0.0,5438.015612437854,0.0,863.8398463123069,0.0,5329.344664252271,153.5385918026239,0.0,487199516.2202679,19729521.272564832,blackberries,blackberries,1.0,blackberries,139.66666666666666,1.3141666666666667,0.0,0.3299999999999999,14.431666666666665,61.833333333333336,5.008333333333334,0.0295833333333333,0.00075,0.1453,0.0003333333333333,
11987,11987,2012,Blueberries,23630.735324654142,187545.5184496361,226591632.49216944,23524.987216914917,23630.735324654142,1181.5367662327071,18203.5266398781,0.0,0.0,105.74810773923107,0.0,10855.501412794833,0.0,2169.080550213946,0.0,10193.907715278308,306.49753862782984,0.0,972559737.5162958,39384558.87442358,blueberries,blueberries,1.0,blueberries,126.76399999999998,0.4940709999999999,0.0,0.6005709999999999,10.83471,47.0057,2.51529,0.00285,5.684210526315789e-05,0.0521875,0.0,
11988,11988,2012,Broccoli,100418.77661669948,216793.55918976569,364092815.13657755,99969.40018118816,100418.77661669948,39163.32288051278,77355.8609231645,0.0,0.0,449.3764355113199,0.0,46130.43802730943,0.0,7974.529957227636,0.0,44561.97133615787,1302.4608604932068,0.0,4132891240.424155,167364627.69449914,broccoli,broccoli,1.0,broccoli,97.6,2.4219999999999997,0.0,0.068,4.614,28.0,2.98,0.0412,0.0007379999999999,0.1883333333333333,0.0273999999999999,
11989,11989,2012,Brussel Sprouts,7826.234631763221,37626.12803732318,46917207.519803815,7791.2120439485825,7826.234631763221,782.6234631763219,6028.803956032774,0.0,0.0,35.022587814639294,0.0,3595.220374430431,0.0,590.8369204709244,0.0,3503.646200184733,101.50854886249353,0.0,322100882.3736204,13043724.386272036,brussel sprouts,brussel sprouts,1.0,brussel sprouts,85.0,3.53,0.0,0.0,9.41,41.0,3.5,0.047,0.00127,,0.024,
11990,11990,2012,Cabbage,136028.84621172782,347012.36278501997,190038293.82016665,135420.1138601013,136028.84621172782,27205.76924234556,104787.45971242047,0.0,0.0,608.732351626541,0.0,62489.01322557023,0.0,7350.325553425511,0.0,63816.44121787701,1764.3338632285397,0.0,5598479147.972041,226714743.68621305,cabbage,bagels,0.6153846153846154,bagels,92.28571428571428,8.442857142857145,1.2857142857142858,4.025714285714286,50.785714285714285,272.14285714285717,2.5142857142857147,0.0751428571428571,0.0022528571428571,0.107,0.5058571428571428,
11991,11991,2012,Cantaloupe,263739.6618202644,371830.9062741638,399477145.4284822,262559.4205036017,263739.6618202644,129232.43429192952,203167.26898162617,0.0,0.0,1180.2413166627043,0.0,121156.88454742637,0.0,15868.964286706168,0.0,122112.79122925537,3420.780440213845,0.0,10854616783.970392,439566103.033774,cantaloupe,cantaloupe,1.0,cantaloupe,134.0,0.75,0.0,0.0,8.96,37.0,0.7,0.015,0.00027,,0.019,
11992,11992,2012,Cantaloupe,263739.6618202644,371830.9062741638,399477145.4284822,262559.4205036017,263739.6618202644,129232.43429192952,203167.26898162617,0.0,0.0,1180.2413166627043,0.0,121156.88454742637,0.0,15868.964286706168,0.0,122112.79122925537,3420.780440213845,0.0,10854616783.970392,439566103.033774,cantaloupe,dried cantaloupe,0.7692307692307693,dried cantaloupe,28.0,0.0,0.0,0.0,89.3,350.0,0.0,0.143,0.00129,,0.264,
11993,11993,2012,Cantaloupe,263739.6618202644,371830.9062741638,399477145.4284822,262559.4205036017,263739.6618202644,129232.43429192952,203167.26898162617,0.0,0.0,1180.2413166627043,0.0,121156.88454742637,0.0,15868.964286706168,0.0,122112.79122925537,3420.780440213845,0.0,10854616783.970392,439566103.033774,cantaloupe,cantaloupe chunks,0.7407407407407407,cantaloupe chunks,142.85714285714286,0.7057142857142857,0.0,0.0,9.528,38.285714285714285,1.042857142857143,0.002,0.0001742857142857,0.1841999999999999,0.0147142857142857,
11994,11994,2012,Carrots,218866.60382425776,530457.1105774546,545547225.7402842,217887.17051912568,218866.60382425776,13131.99622945546,168600.08791761257,0.0,0.0,979.4333051320718,0.0,100543.07216369324,0.0,16753.58890811466,0.0,97751.74567469917,2838.763772618623,0.0,9007796153.694958,364777673.0404296,carrots,carrots,1.0,carrots,79.7,1.2160000000000002,0.5,0.0,8.803999999999998,37.05,2.53,0.02865,0.0004489999999999,0.2995555555555555,0.0928,
11995,11995,2012,Cauliflower,82726.62473698625,128238.45099517325,274626607.2647455,82356.42110576609,82726.62473698625,50463.2410895616,63727.018924197095,0.0,0.0,370.2036312201722,0.0,38003.006650883624,0.0,5727.418082063141,0.0,37553.00788928191,1072.9884835374044,0.0,3404743159.044713,137877707.8949771,cauliflower,cauliflower,1.0,cauliflower,74.9428125,2.2500737500000003,0.0,0.036875,6.874044375,41.6893125,3.4375749999999994,0.024375,0.0001662499999999,0.1812857142857142,0.0414375,
11996,11996,2012,Celery,92328.05703836388,201986.5610115158,324368118.36284125,91914.886767151,92328.05703836388,7386.244563069107,71123.31558098222,0.0,0.0,413.17027121286463,0.0,42413.71839897368,0.0,6939.346399144767,0.0,41364.30010440295,1197.5218646296007,0.0,3799905067.911168,153880095.06393978,celery,celery,1.0,celery,110.0,0.0,1.6666666666666667,0.0,3.64,14.0,1.8,0.036,0.00033,0.236,0.105,
11997,11997,2012,Cherries,87841.5759986202,158530.18588453383,585165642.317422,87448.48283774024,87841.5759986202,7027.3260798896135,67667.23281401579,0.0,0.0,393.0931608799565,0.0,40352.71603927976,0.0,6768.595363050067,0.0,39187.840540164114,1139.3308952462987,0.0,3615256949.160813,146402626.66436702,cherries,cherries,1.0,cherries,28.666666666666668,1.6666666666666667,15.333333333333334,0.0,65.26666666666667,244.33333333333337,2.5,0.025,0.0017666666666666,0.3,0.0083333333333333,
11998,11998,2012,Chili Peppers,52270.63498889688,104583.1032190814,158567617.83199605,52036.72264277379,52270.63498889688,5749.769848778656,40265.77605103174,0.0,0.0,233.912346123101,0.0,24012.115754081293,0.0,1523.63320753168,0.0,25823.008279470752,677.9654016900589,0.0,2151279439.517639,87117724.98149481,chili peppers,calzone pepperoni,0.6,calzone pepperoni,170.0,12.4,60.0,17.1,26.5,312.0,1.8,0.147,0.00106,,0.941,
12000,12000,2012,Coconut,11660.487064536968,14892.06521652231,22329754.34286543,11608.306105059752,11660.487064536968,5597.033790977743,8982.45374073476,0.0,0.0,52.18095947721477,0.0,5356.60156418808,0.0,749.6257700925569,0.0,5350.8388480521435,151.23992272697237,0.0,479905516.3961222,19434145.107561614,coconut,donut,0.6666666666666666,donut,71.0,,0.0,,,,,,,,,
12001,12001,2012,Cranberries,2942.834485021649,10709.004676206876,16149730.519334862,2929.6652300701912,2942.834485021649,58.856689700432945,2266.961446982715,0.0,0.0,13.169254951457953,0.0,1351.88107652513,0.0,230.3816507918212,0.0,1309.2330800138975,38.16942273934227,0.0,121116939.23127832,4904724.141702749,cranberries,cranberries,1.0,cranberries,41.35,0.0,0.0,0.179,66.74,266.2,5.584999999999999,0.0159,0.000305,0.0722,0.0026315789473684,
12002,12002,2012,Cucumbers,223510.75136737825,443825.9558526176,590370899.7637675,222510.5353905265,223510.75136737825,6705.3225410213445,172177.62633777826,0.0,0.0,1000.2159768517456,0.0,102676.50345658128,0.0,17101.048109269897,0.0,99833.98410207732,2898.9997225979637,0.0,9198933283.093206,372517918.9456304,cucumbers,cucumbers,1.0,cucumbers,168.0,0.925,2.0,0.0,2.91,12.5,0.7,0.0165,0.00029,0.1445,0.001,
12004,12004,2012,Eggplant,14794.917743208842,36931.89651325223,47533228.55510111,14728.710131215084,14794.917743208842,2811.034371209679,11397.007988673284,0.0,0.0,66.20761199375873,0.0,6796.498215441695,0.0,1444.5544962926897,0.0,6295.763015426173,191.89440405452487,0.0,608907895.5532235,24658196.23868141,eggplant,eggplant appetizer,0.6153846153846154,eggplant appetizer,105.0,1.91,7.5,11.5,7.09,134.0,5.3,0.009,0.0015049999999999,,0.4395,
12005,12005,2012,Figs,735.1763170491955,2342.8180912976272,7147474.476747056,731.8863853854297,735.1763170491955,7.351763170491932,566.3303104432009,0.0,0.0,3.28993166376583,0.0,337.7257389047265,0.0,71.63002945752986,0.0,312.99516547935434,9.535451543818995,0.0,30257326.998690303,1225293.8617486593,figs,figs,1.0,figs,34.0,3.035,0.0,0.0,64.65,262.5,9.1,0.1605,0.0009649999999999,0.65,0.0115,
12006,12006,2012,Fruit Or Vegetable Trays,15066.097096692229,32526.116357280287,128208177.8089057,14998.675950583054,15066.097096692229,0.0,11605.906294946872,0.0,0.0,67.42114610917399,0.0,6921.072750022023,0.0,729.2950251669449,0.0,7152.896495925681,195.41167946840625,0.0,620068704.4413195,25110161.827820383,fruit or vegetable trays,vegetable tray,0.7368421052631579,vegetable tray,85.0,1.18,0.0,0.0,5.8825,27.75,2.4,0.0285,0.000415,0.251,0.04125,
12007,12007,2012,Garlic,23826.337134020043,47265.10044439604,147147960.03899458,23719.71370348926,23826.337134020043,3097.423827422605,18354.205097348087,0.0,0.0,106.62343053078352,0.0,10945.357089681089,0.0,1746.7541805684698,0.0,10718.567882017973,309.0345512217312,0.0,980610034.7990948,39710561.89003341,garlic,garlic,1.0,garlic,24.666666666666668,4.166666666666667,10.0,9.533333333333331,11.696666666666664,173.66666666666666,0.0,0.2223333333333333,0.0,,0.8126666666666666,
12008,12008,2012,Garlic,23826.337134020043,47265.10044439604,147147960.03899458,23719.71370348926,23826.337134020043,3097.423827422605,18354.205097348087,0.0,0.0,106.62343053078352,0.0,10945.357089681089,0.0,1746.7541805684698,0.0,10718.567882017973,309.0345512217312,0.0,980610034.7990948,39710561.89003341,garlic,garlic naan,0.7058823529411765,garlic naan,42.0,7.14,3.0,9.52,47.6,310.0,2.4,0.071,0.0023799999999999,0.095,0.81,
12009,12009,2012,Grapefruit,74171.62176196977,123619.36960328296,156392481.8586528,73839.70197439147,74171.62176196977,36344.09466336518,57136.820929068555,0.0,0.0,331.91978757830174,0.0,34073.00423640673,0.0,5243.324478603471,0.0,33561.34566295856,962.027596422704,0.0,3052648679.819914,123619369.60328296,grapefruit,grapefruit,1.0,grapefruit,214.25,0.355,22.0,0.0,10.535,42.75,1.4,0.017,,0.1195,0.0,
12010,12010,2012,Grapes,332673.9991075315,932382.2844942026,1509515654.0205429,331185.27497701487,332673.9991075315,13306.959964301255,256269.63875434815,0.0,0.0,1488.7241305166194,0.0,152823.9818904057,0.0,22179.42307018871,0.0,151866.9910889943,4314.878927426164,0.0,13691716859.650984,554456665.1792192,grapes,grapes,1.0,grapes,57.0,0.0,0.0,0.0,17.5,79.0,1.8,0.018,0.00035,0.193,0.0,
12011,12011,2012,Green Beans,27655.54167228233,83501.03161920993,141469120.88728,27531.78245953806,27655.54167228233,1659.332500336939,21303.96632416339,0.0,0.0,123.75921274426568,0.0,12704.419374620584,0.0,2450.123852622011,0.0,12018.53877987533,358.70045242013504,0.0,1138206914.8565323,46092569.453803875,green beans,green beans,1.0,green beans,91.6,2.3280000000000003,0.25,0.961,10.5865,57.5,3.0749999999999997,0.04205,0.0009754999999999,0.2062307692307692,0.079,
12013,12013,2012,Honeydew,51025.97614571513,69159.63153390503,89202185.92592742,50797.63367778833,51025.97614571513,27554.027118686165,39306.974723094194,0.0,0.0,228.34246792679917,0.0,23440.343625750163,0.0,3704.602901882842,0.0,22990.865337169784,661.8218129855399,0.0,2100053565.1979668,85043293.57619189,honeydew,honeydew chunk,0.7272727272727273,honeydew chunk,45.0,0.0,0.0,0.0,8.89,33.0,0.0,0.016,0.0,0.158,0.022,
12014,12014,2012,Honeydew,51025.97614571513,69159.63153390503,89202185.92592742,50797.63367778833,51025.97614571513,27554.027118686165,39306.974723094194,0.0,0.0,228.34246792679917,0.0,23440.343625750163,0.0,3704.602901882842,0.0,22990.865337169784,661.8218129855399,0.0,2100053565.1979668,85043293.57619189,honeydew,honeydew chunks,0.6956521739130435,honeydew chunks,123.0,0.4666666666666666,0.0,0.0,9.236666666666666,35.0,0.8666666666666667,0.002,0.00013,0.197,0.018,
12015,12015,2012,Honeydew,51025.97614571513,69159.63153390503,89202185.92592742,50797.63367778833,51025.97614571513,27554.027118686165,39306.974723094194,0.0,0.0,228.34246792679917,0.0,23440.343625750163,0.0,3704.602901882842,0.0,22990.865337169784,661.8218129855399,0.0,2100053565.1979668,85043293.57619189,honeydew,honeydew sliced,0.6956521739130435,honeydew sliced,140.0,0.71,0.0,0.0,9.29,36.0,0.7,0.006,0.0,0.228,0.018,
12016,12016,2012,Kale,30101.8030273632,48410.747872890315,125848707.8852079,29967.096736342217,30101.8030273632,8428.504847661694,23188.401282852967,0.0,0.0,134.7062910209843,0.0,13828.18438790988,0.0,1878.799619120011,0.0,13869.683552674687,390.4291766376342,0.0,1238886613.0846083,50169671.712272,kale,kale,1.0,kale,99.0,3.5349999999999997,0.0,1.175,8.1025,50.0,2.65,0.169,0.0015025,0.4345,0.044,0.053
12017,12017,2012,Kiwis,24772.576637180813,47006.78678781938,95336708.88821463,24661.718762162687,24772.576637180813,5945.418392923393,19083.124268370295,0.0,0.0,110.85787501812732,0.0,11380.041162025092,0.0,1669.5054547493137,0.0,11290.86459145687,321.30755393141055,0.0,1019553996.1349684,41287627.72863469,kiwis,kiwi,0.8888888888888888,kiwi,128.33333333333334,1.08,0.0,0.544,29.26,119.4,2.8199999999999994,0.0462,0.000432,0.311,0.028,
12018,12018,2012,Leeks,2959.4022377427927,5870.665022302704,23207376.320161313,2946.158841700265,2959.4022377427927,1657.2652531359636,2279.7241276136306,0.0,0.0,13.243396042527788,0.0,1359.4919807395058,0.0,237.87675101550823,0.0,1310.4057986144253,38.384311330825376,0.0,121798810.9130664,4932337.062904655,leeks,leeks,1.0,leeks,85.0,1.18,0.0,0.0,8.24,35.0,1.2,0.019,0.00031,0.3,0.006,
12019,12019,2012,Leeks,2959.4022377427927,5870.665022302704,23207376.320161313,2946.158841700265,2959.4022377427927,1657.2652531359636,2279.7241276136306,0.0,0.0,13.243396042527788,0.0,1359.4919807395058,0.0,237.87675101550823,0.0,1310.4057986144253,38.384311330825376,0.0,121798810.9130664,4932337.062904655,leeks,baby leeks,0.6666666666666666,baby leeks,85.0,1.18,0.0,0.0,14.1,59.0,2.4,0.059,0.00235,0.176,0.018,
12020,12020,2012,Lemons,146600.99264731797,208476.95200130536,594899097.8515577,145944.94968665,146600.99264731797,68902.46654423942,112931.52914728787,0.0,0.0,656.0429606679494,0.0,67345.65221674398,0.0,9969.72719773827,0.0,66728.11258202465,1901.4576901430871,0.0,6033592309.755629,244334987.74552995,lemons,lemons,1.0,lemons,67.16666666666667,0.52,0.0,0.0,8.804999999999998,26.833333333333332,3.283333333333333,0.02,0.0,0.1344,0.0003333333333333,
12022,12022,2012,Limes,102207.0825646811,192989.20423844623,287462163.222966,101749.70341713144,102207.0825646811,16353.133210348971,78733.45135854857,0.0,0.0,457.3791475496783,0.0,46951.95108977306,0.0,4937.115198829906,0.0,48534.9814176068,1325.655710921667,0.0,4206491758.540631,170345137.60780182,limes,limes,1.0,limes,67.0,0.0,8.0,0.0,10.4,30.0,3.0,0.03075,0.000456,0.103,0.0,
