,Unnamed: 0,year,food_category,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_inedible_parts,tons_not_fit_for_human_consumption,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,gallons_water_footprint,meals_wasted,food_name_food_waste,best_match,score,food_name,serving_size,protein,percent_daily_value,fat,carbs,calories,fiber,calcium,iron,potassium,sodium,phosphorus
559,559,2023,Calzones Or Stromboli,8390.473643318532,21130.96845220876,115557675.83760358,8205.362260673932,8390.473643318532,0.0,3570.8317286558454,0.0,0.0,185.1113826445983,0.0,1982.623801363642,0.0,845.0213803345946,0.0,4213.845732300906,1163.87134667479,0.0,3214449494.8116865,13984122.73886422,calzones or stromboli,margherita stromboli,0.6341463414634146,margherita stromboli,142.0,10.6,15.0,9.15,27.5,232.0,1.4,0.176,0.00076,,0.451,
560,560,2023,Calzones Or Stromboli,8390.473643318532,21130.96845220876,115557675.83760358,8205.362260673932,8390.473643318532,0.0,3570.8317286558454,0.0,0.0,185.1113826445983,0.0,1982.623801363642,0.0,845.0213803345946,0.0,4213.845732300906,1163.87134667479,0.0,3214449494.8116865,13984122.73886422,calzones or stromboli,buffalo chicken stromboli,0.6086956521739131,buffalo chicken stromboli,170.0,10.6,4.0,7.06,32.4,235.0,1.2,0.047,0.00064,,0.647,
561,561,2023,Calzones Or Stromboli,8390.473643318532,21130.96845220876,115557675.83760358,8205.362260673932,8390.473643318532,0.0,3570.8317286558454,0.0,0.0,185.1113826445983,0.0,1982.623801363642,0.0,845.0213803345946,0.0,4213.845732300906,1163.87134667479,0.0,3214449494.8116865,13984122.73886422,calzones or stromboli,pepperoni stromboli,0.6,pepperoni stromboli,198.0,16.7,80.0,18.7,23.2,323.0,1.0,0.227,0.00182,,0.944,
562,562,2023,Calzones Or Stromboli,8390.473643318532,21130.96845220876,115557675.83760358,8205.362260673932,8390.473643318532,0.0,3570.8317286558454,0.0,0.0,185.1113826445983,0.0,1982.623801363642,0.0,845.0213803345946,0.0,4213.845732300906,1163.87134667479,0.0,3214449494.8116865,13984122.73886422,calzones or stromboli,stromboli,0.6,stromboli,130.0,12.3,8.0,12.3,25.4,269.0,1.5,0.154,0.00208,,0.623,
568,568,2023,Fully Cooked Beef,19249.33129083512,96246.6564541756,320676919.41987646,18824.6508160841,19249.33129083512,1154.959877450107,8192.162427380665,0.0,0.0,424.6804747510183,0.0,4548.513468954685,0.0,1461.9709581780585,0.0,10144.025693152387,2670.140695798968,0.0,7374554271.147803,32082218.81805854,fully cooked beef,fully cooked pork belly,0.75,fully cooked pork belly,112.0,8.93,108.0,52.7,0.0,518.0,0.0,0.0,0.00064,,0.031,
569,569,2023,Fully Cooked Beef,19249.33129083512,96246.6564541756,320676919.41987646,18824.6508160841,19249.33129083512,1154.959877450107,8192.162427380665,0.0,0.0,424.6804747510183,0.0,4548.513468954685,0.0,1461.9709581780585,0.0,10144.025693152387,2670.140695798968,0.0,7374554271.147803,32082218.81805854,fully cooked beef,"beef fully cooked patties, beef",0.7083333333333334,"beef fully cooked patties, beef",78.0,16.7,40.0,23.1,3.85,282.0,1.3,0.026,0.00231,,0.679,
570,570,2023,Fully Cooked Chicken,470304.5486728199,3135363.6578187994,5570606009.768263,459928.64750564366,470304.5486728199,103467.00070802032,200152.9920625385,0.0,0.0,10375.901167176153,0.0,111130.43574492754,0.0,36708.18990228939,0.0,246852.46654508676,65237.55531334001,0.0,180176982034.0037,783840914.4546999,fully cooked chicken,"turkey fully cooked bacon, turkey",0.6037735849056604,"turkey fully cooked bacon, turkey",12.0,41.7,0.0,12.5,0.0,333.0,0.0,0.0,0.003,,1.67,
572,572,2023,Fully Cooked Turkey,41911.847053181795,119748.13443766227,516364535.59575415,40987.18412150313,41911.847053181795,7125.013999040902,17836.913579157634,0.0,0.0,924.6629316786572,0.0,9903.544073810546,0.0,2992.4244195541864,0.0,22277.479724175595,5813.735903962801,0.0,16056723531.216543,69853078.42196967,fully cooked turkey,"fully cooked turkey franks, turkey",0.7169811320754716,"fully cooked turkey franks, turkey",42.0,11.9,10.0,14.3,7.14,214.0,0.0,0.143,0.00171,,1.21,
573,573,2023,Fully Cooked Turkey,41911.847053181795,119748.13443766227,516364535.59575415,40987.18412150313,41911.847053181795,7125.013999040902,17836.913579157634,0.0,0.0,924.6629316786572,0.0,9903.544073810546,0.0,2992.4244195541864,0.0,22277.479724175595,5813.735903962801,0.0,16056723531.216543,69853078.42196967,fully cooked turkey,"fully cooked beef fajitas, beef",0.6,"fully cooked beef fajitas, beef",84.0,20.2,5.0,3.57,4.76,143.0,0.0,0.024,0.00214,,0.476,
575,575,2023,Hummus,96187.1153888205,365022.6381876228,1109290048.825881,94065.02661539364,96187.1153888205,0.0,40935.47255127728,0.0,0.0,2122.088773426844,0.0,22728.49811121763,0.0,9843.547130461237,0.0,48150.537039896146,13342.444333818634,0.0,36849960754.62311,160311858.98136753,hummus,hummus,1.0,hummus,32.4,7.233157894736842,2.0,12.466842105263158,17.635789473684213,201.31578947368425,5.0210526315789465,0.0373999999999999,0.003267,0.1105999999999999,0.4087368421052632,0.129
577,577,2023,Mac And Cheese,662486.690141724,1668438.0339530157,5421324501.723504,647870.8493192651,662486.690141724,0.0,281942.18747758644,0.0,0.0,14615.84082245862,0.0,156542.04229668636,0.0,46372.31694856563,0.0,353060.6914591911,91895.7986148221,0.0,253803312777.37933,1104144483.56954,mac and cheese,feta basket cheese,0.625,feta basket cheese,28.0,25.0,25.0,32.1,3.57,357.0,0.0,0.536,0.0,,0.964,
578,578,2023,Meal Kits,20325.92599123417,101629.62995617084,208827311.8524971,19877.493587568217,20325.92599123417,0.0,8650.341390632515,0.0,0.0,448.4324036659506,0.0,4802.90700717083,0.0,1109.9940485911138,0.0,11145.11369646447,2819.478835341803,0.0,7787005276.648601,33876543.31872362,meal kits,meal kit,0.9411764705882352,meal kit,520.5,11.079999999999998,52.5,5.28,14.815,152.0,0.7,0.058,0.0004349999999999,0.245,0.089,
581,581,2023,Pasta,8341.311969291723,38978.0933144473,99058386.20313382,8157.285195912235,8341.311969291723,0.0,3549.90942165491,0.0,0.0,184.0267733794858,0.0,1971.0071621625816,0.0,573.1493987068437,0.0,4456.076672610997,1157.0519624318115,0.0,3195615311.5513153,13902186.615486205,pasta,pasta,1.0,pasta,73.0,11.00125,3.150000000372529,3.55875,60.5875,318.5,2.6714285714285713,0.0645,0.00242,0.076,0.336625,
582,582,2023,Pizza,123191.44665368892,615957.2332684444,1061432718.857376,120473.58589999806,123191.44665368892,0.0,52428.02076618195,0.0,0.0,2717.8607536908153,0.0,29109.47637080262,0.0,8143.657338424891,0.0,66132.14454441742,17088.307646353125,0.0,47195510086.180466,205319077.7561482,pizza,pizza,1.0,pizza,119.14285714285714,9.991428571428573,23.642857142857142,10.369285714285716,27.064285714285717,245.8571428571429,1.514285714285714,0.1483571428571428,0.0015171428571428,0.054,0.5055,
584,584,2023,Potatoes,214920.93059338775,880823.4860384744,1350892618.5365207,210179.32573141585,214920.93059338775,0.0,91466.4071111456,0.0,0.0,4741.604861971843,0.0,50784.66014192058,0.0,17099.973485948947,0.0,112482.27345450904,29812.41864903729,0.0,82337720865.19926,358201550.9889796,potatoes,potatoes,1.0,potatoes,139.93333333333334,2.4780000000000006,1.2,0.1233333333333333,21.133333333333336,92.6,1.6333333333333326,0.0269333333333333,0.0007213333333333,0.4735,0.1493333333333333,0.041
585,585,2023,Potatoes,214920.93059338775,880823.4860384744,1350892618.5365207,210179.32573141585,214920.93059338775,0.0,91466.4071111456,0.0,0.0,4741.604861971843,0.0,50784.66014192058,0.0,17099.973485948947,0.0,112482.27345450904,29812.41864903729,0.0,82337720865.19926,358201550.9889796,potatoes,potato leek soup,0.6666666666666666,potato leek soup,37.0,16.2,3.0,8.11,59.5,378.0,5.4,0.378,0.0,,1.3,
588,588,2023,Rice,11569.892317386675,35060.27974965659,107948960.5226745,11314.63631457138,11569.892317386675,0.0,4923.934016163075,0.0,0.0,255.2560028152938,0.0,2733.903336426264,0.0,714.424532133336,0.0,6261.409041668591,1604.8994043431887,0.0,4432507161.7696905,19283153.86231113,rice,rice,1.0,rice,59.42857142857143,6.171428571428571,0.0,0.3471428571428571,71.21428571428571,319.42857142857144,1.6833333333333331,0.0193333333333333,0.0033566666666666,0.1,0.0664285714285714,
589,589,2023,Sandwiches,488313.512362406,1229792.0073599266,7485274908.301774,477540.2958218325,488313.512362406,0.0,207817.27678312684,0.0,0.0,10773.216540573492,0.0,115385.85701989924,0.0,39113.64418999873,0.0,255305.15424253725,67735.64036939722,0.0,187076342748.89844,813855853.9373434,sandwiches,sandwiches,1.0,sandwiches,113.0,12.4,39.0,13.3,31.0,292.0,0.9,0.133,0.00159,,0.593,
593,593,2023,Apples,413689.65641089465,1477463.0586103378,1620594871.7015283,411838.38526948827,413689.65641089465,41368.96564108945,318678.64362481295,0.0,0.0,1851.2711414063897,0.0,190041.00329208872,0.0,27682.113132935603,0.0,188749.5931808105,5365.675663653415,0.0,17026042487.659014,689482760.6848245,apples,apples,1.0,apples,170.0,0.2222222222222222,0.5555555555555556,0.0,18.477777777777774,70.38888888888889,3.5555555555555554,0.0057222222222222,0.0001511111111111,0.1486666666666666,0.0033333333333333,
594,594,2023,Apples,413689.65641089465,1477463.0586103378,1620594871.7015283,411838.38526948827,413689.65641089465,41368.96564108945,318678.64362481295,0.0,0.0,1851.2711414063897,0.0,190041.00329208872,0.0,27682.113132935603,0.0,188749.5931808105,5365.675663653415,0.0,17026042487.659014,689482760.6848245,apples,pineapples,0.75,pineapples,40.0,0.0,0.0,0.0,87.5,350.0,5.0,0.05,0.0009,,0.05,
595,595,2023,Apricots,650.9019928881033,3993.2637600497137,5601340.639081306,647.9891908476269,650.9019928881033,45.5631395021672,501.4110481414631,0.0,0.0,2.912802040476442,0.0,299.0117491610978,0.0,46.21450478054742,0.0,294.32054795924364,8.442388946738062,0.0,26788885.857971184,1084836.6548135057,apricots,apricots,1.0,apricots,36.22222222222222,2.77875,4.0,0.25,68.11250000000001,267.125,8.1375,0.061125,0.0028625,1.1,0.03025,
596,596,2023,Artichokes,4730.862387032949,7039.973790227603,34634172.362488024,4709.691664305524,4730.862387032949,2838.5174322197686,3644.3376944814554,0.0,0.0,21.170722727425673,0.0,2173.2664100635957,0.0,345.1022639649623,0.0,2129.962323446603,61.36066683036239,0.0,194706013.93254873,7884770.645054917,artichokes,artichokes,1.0,artichokes,100.0,1.8575,2.5,2.5,8.030000000000001,60.0,3.7,0.066,0.0006699999999999,,0.2445,
597,597,2023,Asparagus,86660.17979713983,153272.3378088784,580120996.7657845,86272.3734126162,86660.17979713983,40730.28450465571,66757.16476363814,0.0,0.0,387.8063845236354,0.0,39810.00554136054,0.0,5892.18023086397,0.0,39446.179798910896,1124.0078414807977,0.0,3566634747.4464316,144433632.9952331,asparagus,asparagus,1.0,asparagus,90.0,2.283846153846154,0.3846153846153846,1.5561538461538462,3.9630769230769234,32.76923076923077,2.2846153846153845,0.0263076923076923,0.0017838461538461,0.2635714285714285,0.0763846153846153,
598,598,2023,Avocados,384559.50395438005,762712.2252169378,1817844818.5338757,382838.5909443695,384559.50395438005,126904.63630494538,296238.73648774484,0.0,0.0,1720.9130100105435,0.0,176659.17632808792,0.0,25713.348536445526,0.0,175478.21700114128,4987.849078694792,0.0,15827145668.000605,640932506.5906334,avocados,avocados,1.0,avocados,30.0,3.33,3.0,15.0,10.0,167.0,6.7,0.0,0.0,0.5,0.0,
600,600,2023,Bell Peppers,249218.58301448205,498636.62067723495,1536044215.3474772,248103.32387399572,249218.58301448205,44859.34494260675,191981.20806353673,0.0,0.0,1115.259140486339,0.0,114486.1826278371,0.0,19300.199308244384,0.0,111084.50413076051,3232.437807153687,0.0,10256979156.627035,415364305.0241367,bell peppers,bell peppers,1.0,bell peppers,85.0,1.18,0.0,0.0,4.71,18.0,1.2,0.0,0.0004199999999999,,0.0,
601,601,2023,Blackberries,20309.869933774982,87542.54281799564,290419108.69938886,20218.982778364047,20309.869933774982,812.3947973509993,15645.355648590812,0.0,0.0,90.887155410939,0.0,9329.960271263815,0.0,1474.8559915986752,0.0,9150.74157086774,263.4249446338169,0.0,835884347.24561,33849783.22295831,blackberries,blackberries,1.0,blackberries,139.66666666666666,1.3141666666666667,0.0,0.3299999999999999,14.431666666666665,61.833333333333336,5.008333333333334,0.0295833333333333,0.00075,0.1453,0.0003333333333333,
602,602,2023,Blueberries,43904.4838237679,348448.2843156183,477477261.5163432,43708.01020490479,43904.4838237679,2195.2241911883943,33821.056768480106,0.0,0.0,196.47361886311032,0.0,20168.868197668573,0.0,3665.15640469268,0.0,19304.53162483888,569.4539777046562,0.0,1806957450.8281665,73174139.70627984,blueberries,blueberries,1.0,blueberries,126.76399999999998,0.4940709999999999,0.0,0.6005709999999999,10.83471,47.0057,2.51529,0.00285,5.684210526315789e-05,0.0521875,0.0,
603,603,2023,Broccoli,124174.93293494868,268080.5978733779,577146674.6952494,123619.24712974152,124174.93293494868,48428.22384462996,95656.00344768351,0.0,0.0,555.6858052071187,0.0,57043.5554116117,0.0,9656.97635759775,0.0,55308.13021449433,1610.5851460377537,0.0,5110612874.383113,206958221.55824777,broccoli,broccoli,1.0,broccoli,97.6,2.4219999999999997,0.0,0.068,4.614,28.0,2.98,0.0412,0.0007379999999999,0.1883333333333333,0.0273999999999999,
604,604,2023,Brussel Sprouts,13420.980825653074,64523.94627717824,86348024.98891418,13360.921614341243,13420.980825653074,1342.098082565307,10338.619540889997,0.0,0.0,60.05921131182944,0.0,6165.338247513955,0.0,1023.7003224112078,0.0,5997.809003446974,174.07404096910685,0.0,552361380.6207035,22368301.37608846,brussel sprouts,brussel sprouts,1.0,brussel sprouts,85.0,3.53,0.0,0.0,9.41,41.0,3.5,0.047,0.00127,,0.024,
605,605,2023,Cabbage,153912.53309813194,392634.0130054386,314554227.50790316,153223.77081846228,153912.53309813194,30782.50661962638,118563.84737803202,0.0,0.0,688.762279669663,0.0,70704.4320686223,0.0,8740.644216671195,0.0,71782.40402800894,1996.29050515982,0.0,6334510151.032644,256520888.49688655,cabbage,bagels,0.6153846153846154,bagels,92.28571428571428,8.442857142857145,1.2857142857142858,4.025714285714286,50.785714285714285,272.14285714285717,2.5142857142857147,0.0751428571428571,0.0022528571428571,0.107,0.5058571428571428,
606,606,2023,Cantaloupe,173054.36380991762,243979.08333556692,373487471.0963998,172279.9413783895,173054.36380991762,84796.6382668596,133309.42429346926,0.0,0.0,774.4224315280843,0.0,79497.81777924282,0.0,10522.286919860302,0.0,80015.27103933331,2244.565639953103,0.0,7122322023.869831,288423939.68319607,cantaloupe,cantaloupe,1.0,cantaloupe,134.0,0.75,0.0,0.0,8.96,37.0,0.7,0.015,0.00027,,0.019,
607,607,2023,Cantaloupe,173054.36380991762,243979.08333556692,373487471.0963998,172279.9413783895,173054.36380991762,84796.6382668596,133309.42429346926,0.0,0.0,774.4224315280843,0.0,79497.81777924282,0.0,10522.286919860302,0.0,80015.27103933331,2244.565639953103,0.0,7122322023.869831,288423939.68319607,cantaloupe,dried cantaloupe,0.7692307692307693,dried cantaloupe,28.0,0.0,0.0,0.0,89.3,350.0,0.0,0.143,0.00129,,0.264,
608,608,2023,Cantaloupe,173054.36380991762,243979.08333556692,373487471.0963998,172279.9413783895,173054.36380991762,84796.6382668596,133309.42429346926,0.0,0.0,774.4224315280843,0.0,79497.81777924282,0.0,10522.286919860302,0.0,80015.27103933331,2244.565639953103,0.0,7122322023.869831,288423939.68319607,cantaloupe,cantaloupe chunks,0.7407407407407407,cantaloupe chunks,142.85714285714286,0.7057142857142857,0.0,0.0,9.528,38.285714285714285,1.042857142857143,0.002,0.0001742857142857,0.1841999999999999,0.0147142857142857,
609,609,2023,Carrots,260433.8255230144,631201.7099442908,687858283.2489676,259268.37790312528,260433.8255230144,15626.029531380858,200620.6753916551,0.0,0.0,1165.447619889116,0.0,119638.24747997016,0.0,18340.272673295916,0.0,117911.95497190568,3377.902777953519,0.0,10718559939.468777,434056375.8716907,carrots,carrots,1.0,carrots,79.7,1.2160000000000002,0.5,0.0,8.803999999999998,37.05,2.53,0.02865,0.0004489999999999,0.2995555555555555,0.0928,
610,610,2023,Cauliflower,97195.800051379,150667.8035209719,330457579.4111879,96760.84651335215,97195.800051379,59289.43803134116,74873.09688893218,0.0,0.0,434.95353802683314,0.0,44649.86511336634,0.0,6715.7046823819355,0.0,44134.6188044483,1260.6579131555804,0.0,4000244617.3155217,161993000.08563164,cauliflower,cauliflower,1.0,cauliflower,74.9428125,2.2500737500000003,0.0,0.036875,6.874044375,41.6893125,3.4375749999999994,0.024375,0.0001662499999999,0.1812857142857142,0.0414375,
611,611,2023,Celery,112202.23192873708,245465.3947248678,492678006.00426346,111700.12424788962,112202.23192873708,8976.178554298964,86433.04111817516,0.0,0.0,502.1076808474616,0.0,51543.52881902821,0.0,7308.160546522155,0.0,51393.139165035536,1455.2957173037155,0.0,4617857706.675159,187003719.88122848,celery,celery,1.0,celery,110.0,0.0,1.6666666666666667,0.0,3.64,14.0,1.8,0.036,0.00033,0.236,0.105,
612,612,2023,Cherries,95798.22443739178,172889.77519832482,727595765.694375,95369.52508378075,95798.22443739178,7663.85795499134,73796.49878180864,0.0,0.0,428.6993536110207,0.0,44007.84598684777,0.0,7195.082807778121,0.0,42924.06533988121,1242.5309492736546,0.0,3942725214.9937296,159663707.39565298,cherries,cherries,1.0,cherries,28.666666666666668,1.6666666666666667,15.333333333333334,0.0,65.26666666666667,244.33333333333337,2.5,0.025,0.0017666666666666,0.3,0.0083333333333333,
613,613,2023,Chili Peppers,68783.55346146722,137622.15578524853,290648652.0136545,68475.74540885272,68783.55346146722,7566.190880761392,52986.216070685194,0.0,0.0,307.808052614497,0.0,31597.830178352036,0.0,2034.924850444766,0.0,33950.84760310135,892.1427769545719,0.0,2830894332.354075,114639255.76911204,chili peppers,calzone pepperoni,0.6,calzone pepperoni,170.0,12.4,60.0,17.1,26.5,312.0,1.8,0.147,0.00106,,0.941,
615,615,2023,Coconut,13831.678442439168,17664.97885368987,37649732.60295816,13769.781349435065,13831.678442439168,6639.205652370799,10654.99331874278,0.0,0.0,61.897093004102885,0.0,6354.004765842798,0.0,955.8591633904532,0.0,6280.516511196825,179.4009090049874,0.0,569264281.0549242,23052797.40406528,coconut,donut,0.6666666666666666,donut,71.0,,0.0,,,,,,,,,
616,616,2023,Cranberries,3238.028679033964,11783.219356018792,17700160.425279114,3223.538422979344,3238.028679033964,64.76057358067925,2494.3591686708014,0.0,0.0,14.490256054620476,0.0,1487.48756299812,0.0,242.56144209193448,0.0,1451.4912402407583,41.99817764853064,0.0,133266116.30514722,5396714.4650566075,cranberries,cranberries,1.0,cranberries,41.35,0.0,0.0,0.179,66.74,266.2,5.584999999999999,0.0159,0.000305,0.0722,0.0026315789473684,
617,617,2023,Cucumbers,323054.67129465856,641490.6101959066,1119591637.864365,321608.9938869781,323054.67129465856,9691.640138839752,248859.55660101527,0.0,0.0,1445.6774076804752,0.0,148405.04929147664,0.0,21190.548058309974,0.0,147823.28310086808,4190.113436323406,0.0,13295818433.121262,538424452.1577643,cucumbers,cucumbers,1.0,cucumbers,168.0,0.925,2.0,0.0,2.91,12.5,0.7,0.0165,0.00029,0.1445,0.001,
619,619,2023,Eggplant,15426.179975722807,38507.68840669697,53649907.05886992,15357.14745008762,15426.179975722807,2930.9741953873327,11883.289888429828,0.0,0.0,69.03252563518691,0.0,7086.487839664261,0.0,1564.8454017792485,0.0,6505.7321490707845,200.08205957332623,0.0,634888476.467149,25710299.959538013,eggplant,eggplant appetizer,0.6153846153846154,eggplant appetizer,105.0,1.91,7.5,11.5,7.09,134.0,5.3,0.009,0.0015049999999999,,0.4395,
620,620,2023,Figs,875.7239622916045,2790.7073368119964,10292862.858053995,871.8050765420941,875.7239622916045,8.757239622916021,674.598748525746,0.0,0.0,3.918885749510389,0.0,402.29060074811423,0.0,70.04963188062897,0.0,388.10644836313895,11.358395550211917,0.0,36041784.36269285,1459539.9371526742,figs,figs,1.0,figs,34.0,3.035,0.0,0.0,64.65,262.5,9.1,0.1605,0.0009649999999999,0.65,0.0115,
621,621,2023,Fruit Or Vegetable Trays,8660.018149657966,18696.06681705088,139140415.03311807,8621.264360589106,8660.018149657966,0.0,6671.094611459529,0.0,0.0,38.75378906886091,0.0,3978.244348594634,0.0,384.6977389963358,0.0,4145.999308398161,112.32296459997472,0.0,356416542.3887831,14433363.58276328,fruit or vegetable trays,vegetable tray,0.7368421052631579,vegetable tray,85.0,1.18,0.0,0.0,5.8825,27.75,2.4,0.0285,0.000415,0.251,0.04125,
622,622,2023,Garlic,37950.29167942873,75283.26062175904,266344116.2125557,37780.46321331814,37950.29167942873,4933.537918325734,29234.34823701305,0.0,0.0,169.82846611059531,0.0,17433.62782757773,0.0,2462.977120517625,0.0,17391.63189857994,492.2263666428397,0.0,1561903394.3435807,63250486.13238122,garlic,garlic,1.0,garlic,24.666666666666668,4.166666666666667,10.0,9.533333333333331,11.696666666666664,173.66666666666666,0.0,0.2223333333333333,0.0,,0.8126666666666666,
623,623,2023,Garlic,37950.29167942873,75283.26062175904,266344116.2125557,37780.46321331814,37950.29167942873,4933.537918325734,29234.34823701305,0.0,0.0,169.82846611059531,0.0,17433.62782757773,0.0,2462.977120517625,0.0,17391.63189857994,492.2263666428397,0.0,1561903394.3435807,63250486.13238122,garlic,garlic naan,0.7058823529411765,garlic naan,42.0,7.14,3.0,9.52,47.6,310.0,2.4,0.071,0.0023799999999999,0.095,0.81,
624,624,2023,Grapefruit,53815.82476186545,89693.04126977576,172064400.18036988,53574.99765442221,53815.82476186545,26369.75413331406,41456.08616239566,0.0,0.0,240.8271074432432,0.0,24721.945961776782,0.0,3794.9914678498417,0.0,24360.0532604702,698.0069643253805,0.0,2214874132.5885444,89693041.26977575,grapefruit,grapefruit,1.0,grapefruit,214.25,0.355,22.0,0.0,10.535,42.75,1.4,0.017,,0.1195,0.0,
625,625,2023,Grapes,383183.5062500696,1073944.804512527,1945436853.3664155,381468.7508628112,383183.5062500696,15327.34025000278,295178.76054866804,0.0,0.0,1714.755387258426,0.0,176027.0696747008,0.0,25815.45224826565,0.0,174656.22695324145,4970.001986603304,0.0,15770514338.177746,638639177.0834494,grapes,grapes,1.0,grapes,57.0,0.0,0.0,0.0,17.5,79.0,1.8,0.018,0.00035,0.193,0.0,
626,626,2023,Green Beans,35016.30369870233,105725.55464584036,205373854.65555093,34859.60489922415,35016.30369870233,2100.9782219221393,26974.20154100596,0.0,0.0,156.6987994781836,0.0,16085.81066351897,0.0,2917.393541028772,0.0,15402.229009028537,454.17168564786994,0.0,1441150546.782626,58360506.16450389,green beans,green beans,1.0,green beans,91.6,2.3280000000000003,0.25,0.961,10.5865,57.5,3.0749999999999997,0.04205,0.0009754999999999,0.2062307692307692,0.079,
628,628,2023,Honeydew,46571.87277413898,63122.625066602035,121902520.08596328,46363.46252570295,46571.87277413898,25148.811298035045,35875.833530603864,0.0,0.0,208.41024843603725,0.0,21394.2149387417,0.0,3305.738272897592,0.0,21059.458522649235,604.0507914144205,0.0,1916737999.8371608,77619787.9568983,honeydew,honeydew chunk,0.7272727272727273,honeydew chunk,45.0,0.0,0.0,0.0,8.89,33.0,0.0,0.016,0.0,0.158,0.022,
629,629,2023,Honeydew,46571.87277413898,63122.625066602035,121902520.08596328,46363.46252570295,46571.87277413898,25148.811298035045,35875.833530603864,0.0,0.0,208.41024843603725,0.0,21394.2149387417,0.0,3305.738272897592,0.0,21059.458522649235,604.0507914144205,0.0,1916737999.8371608,77619787.9568983,honeydew,honeydew chunks,0.6956521739130435,honeydew chunks,123.0,0.4666666666666666,0.0,0.0,9.236666666666666,35.0,0.8666666666666667,0.002,0.00013,0.197,0.018,
630,630,2023,Honeydew,46571.87277413898,63122.625066602035,121902520.08596328,46363.46252570295,46571.87277413898,25148.811298035045,35875.833530603864,0.0,0.0,208.41024843603725,0.0,21394.2149387417,0.0,3305.738272897592,0.0,21059.458522649235,604.0507914144205,0.0,1916737999.8371608,77619787.9568983,honeydew,honeydew sliced,0.6956521739130435,honeydew sliced,140.0,0.71,0.0,0.0,9.29,36.0,0.7,0.006,0.0,0.228,0.018,
631,631,2023,Kale,29830.76050417516,47974.84802858662,155956287.310932,29697.267134950736,29830.76050417516,8352.612941169044,22979.608381421516,0.0,0.0,133.4933692244248,0.0,13703.672710512965,0.0,1940.6316530973056,0.0,13666.04909538782,386.91367595264546,0.0,1227731435.6605484,49717934.17362527,kale,kale,1.0,kale,99.0,3.5349999999999997,0.0,1.175,8.1025,50.0,2.65,0.169,0.0015025,0.4345,0.044,0.053
632,632,2023,Kiwis,34568.1352807496,65594.18459345274,216409138.82294312,34413.44204569824,34568.1352807496,8296.3524673799,26628.962782106948,0.0,0.0,154.69323505135253,0.0,15879.930786002838,0.0,2379.188576380845,0.0,15705.963872937224,448.35881037733486,0.0,1422705477.1333349,57613558.80124933,kiwis,kiwi,0.8888888888888888,kiwi,128.33333333333334,1.08,0.0,0.544,29.26,119.4,2.8199999999999994,0.0462,0.000432,0.311,0.028,
633,633,2023,Leeks,3489.3072876421097,6921.855361321384,34124846.842416555,3473.692553783029,3489.3072876421097,1954.012081079581,2687.9272816807093,0.0,0.0,15.614733859081143,0.0,1602.9200814227563,0.0,288.42151628071787,0.0,1537.0936214902802,45.25733458927428,0.0,143607879.02534622,5815512.146070183,leeks,leeks,1.0,leeks,85.0,1.18,0.0,0.0,8.24,35.0,1.2,0.019,0.00031,0.3,0.006,
634,634,2023,Leeks,3489.3072876421097,6921.855361321384,34124846.842416555,3473.692553783029,3489.3072876421097,1954.012081079581,2687.9272816807093,0.0,0.0,15.614733859081143,0.0,1602.9200814227563,0.0,288.42151628071787,0.0,1537.0936214902802,45.25733458927428,0.0,143607879.02534622,5815512.146070183,leeks,baby leeks,0.6666666666666666,baby leeks,85.0,1.18,0.0,0.0,14.1,59.0,2.4,0.059,0.00235,0.176,0.018,
635,635,2023,Lemons,212101.0395052864,301622.63865939475,912871307.7117096,211151.88226286208,212101.0395052864,99687.48856748456,163388.35291985676,0.0,0.0,949.15724242433,0.0,97435.10315579176,0.0,14481.035055037872,0.0,96484.73162454565,2751.012427486779,0.0,8729348810.952156,353501732.5088107,lemons,lemons,1.0,lemons,67.16666666666667,0.52,0.0,0.0,8.804999999999998,26.833333333333332,3.283333333333333,0.02,0.0,0.1344,0.0003333333333333,
637,637,2023,Limes,208429.9725424234,393561.12640185695,654860634.4024373,207497.2434127672,208429.9725424234,33348.79560678774,160560.41022839374,0.0,0.0,932.7291296562204,0.0,95748.68620539554,0.0,10834.691446526696,0.0,98210.46814401884,2703.397616826124,0.0,8578260329.2458,347383287.5707057,limes,limes,1.0,limes,67.0,0.0,8.0,0.0,10.4,30.0,3.0,0.03075,0.000456,0.103,0.0,
638,638,2023,Mangos,78794.89572827428,197135.0906386647,268902469.85887474,78442.28667873354,78794.89572827428,22850.51976119953,60698.27975177705,0.0,0.0,352.6090495407374,0.0,36196.84661301676,0.0,5229.941339949524,0.0,35993.505915752736,1021.9928100145156,0.0,3242926724.6357217,131324826.21379046,mangos,mangos,1.0,mangos,102.66666666666669,0.4766666666666666,10.0,0.24,38.96666666666667,149.33333333333334,6.5,0.0203333333333333,0.0003333333333333,0.1126666666666666,0.0443333333333333,
